drive;time;i/o;time;steps;time/steps
L;1518087636.17;i
L;1518087636.17;o;0.0;-35597.0971665;0.0
R;1518087636.19;i
R;1518087636.19;o;0.0;7237.36162271;0.0
S;1518087636.19;i
S ;1518087636.2;o;
L;1518087636.2;i
L;1518087636.2;o;0.0;1769.13284111;0.0
R;1518087636.2;i
R;1518087636.2;o;0.0;-964.981549694;0.0
S;1518087636.21;i
S ;1518087636.21;o;
L;1518087636.21;i
L;1518087636.21;o;0.0;1903.15805634;0.0
R;1518087636.21;i
R;1518087636.21;o;0.0;-1045.39667884;0.0
S;1518087636.22;i
S ;1518087636.23;o;
L;1518087636.3;i
L;1518087636.3;o;0.0;1983.57318548;0.0
R;1518087636.31;i
R;1518087636.31;o;0.0;-1152.61685102;0.0
S;1518087636.31;i
S ;1518087636.31;o;
L;1518087636.35;i
L;1518087636.35;o;0.0;2063.98831462;0.0
R;1518087636.35;i
R;1518087636.35;o;0.0;-1233.03198016;0.0
S;1518087636.35;i
S ;1518087636.36;o;
L;1518087636.37;i
L;1518087636.37;o;0.000999927520752;2144.40344376;4.66296360258e-07
R;1518087636.37;i
R;1518087636.37;o;0.0;-1340.25215235;0.0
S;1518087636.37;i
S ;1518087636.37;o;
L;1518087636.38;i
L;1518087636.38;o;0.000999927520752;2198.01352986;4.549232783e-07
R;1518087636.38;i
R;1518087636.38;o;0.0;-1393.86223845;0.0
S;1518087636.38;i
S ;1518087636.38;o;
L;1518087636.39;i
L;1518087636.39;o;0.0;2278.428659;0.0
R;1518087636.4;i
R;1518087636.4;o;0.0;-1501.08241064;0.0
S;1518087636.4;i
S ;1518087636.41;o;
L;1518087636.41;i
L;1518087636.41;o;0.0;-12249.9046725;0.0
R;1518087636.42;i
R;1518087636.42;o;0.0;11150.8979076;0.0
S;1518087636.42;i
S ;1518087636.43;o;
L;1518087636.44;i
L;1518087636.44;o;0.0;1661.91266892;0.0
R;1518087636.44;i
R;1518087636.44;o;0.0;-991.786592741;0.0
S;1518087636.44;i
S ;1518087636.44;o;
L;1518087636.45;i
L;1518087636.45;o;0.0;1795.93788415;0.0
R;1518087636.45;i
R;1518087636.45;o;0.0;-1099.00676493;0.0
S;1518087636.45;i
S ;1518087636.46;o;
L;1518087636.46;i
L;1518087636.46;o;0.0;1903.15805634;0.0
R;1518087636.46;i
R;1518087636.46;o;0.0;-1206.22693712;0.0
S;1518087636.46;i
S ;1518087636.46;o;
L;1518087636.47;i
L;1518087636.47;o;0.0;1983.57318548;0.0
R;1518087636.47;i
R;1518087636.47;o;0.0;-1286.64206626;0.0
S;1518087636.47;i
S ;1518087636.47;o;
L;1518087636.49;i
L;1518087636.49;o;0.0;2063.98831462;0.0
R;1518087636.49;i
R;1518087636.49;o;0.000999927520752;-1367.0571954;7.31445270993e-07
S;1518087636.49;i
S ;1518087636.49;o;
